model,method,fold,generation_id,prompt_id,import_path,top_level,kind,line,extraction
deepseekcoder,Base,A,1085__repeat_5,1085,mkdocs.plugins,mkdocs,absolute,4,partial_line_ast
deepseekcoder,Base,A,1085__repeat_5,1085,mkdocs.config,mkdocs,absolute,5,partial_line_ast
deepseekcoder,Base,A,1871__repeat_5,1871,google.cloud,google,absolute,1,partial_line_ast
deepseekcoder,Base,A,4863__repeat_2,4863,tencentcloud.common.credentials,tencentcloud,absolute,1,partial_line_ast
deepseekcoder,Base,A,4863__repeat_2,4863,json,json,standard_library,2,partial_line_ast
deepseekcoder,Base,A,4809__repeat_5,4809,dbt.main,dbt,absolute,17,partial_line_ast
deepseekcoder,Base,A,4809__repeat_5,4809,pytest,pytest,absolute,18,partial_line_ast
deepseekcoder,Base,A,4809__repeat_5,4809,pydanny,pydanny,absolute,19,partial_line_ast
deepseekcoder,Base,A,3994__repeat_2,3994,os,os,standard_library,1,partial_line_ast
deepseekcoder,Base,A,3994__repeat_2,3994,subprocess,subprocess,standard_library,2,partial_line_ast
deepseekcoder,Base,A,3994__repeat_2,3994,sys,sys,standard_library,3,partial_line_ast
deepseekcoder,Base,A,1217__repeat_3,1217,selenium,selenium,absolute,1,partial_line_ast
deepseekcoder,Base,A,1217__repeat_3,1217,selenium.webdriver.edge.service,selenium,absolute,2,partial_line_ast
deepseekcoder,Base,A,1217__repeat_3,1217,webdriver_manager.microsoft,webdriver_manager,absolute,3,partial_line_ast
deepseekcoder,Base,A,84__repeat_4,84,pypariql,pypariql,absolute,1,partial_line_ast
deepseekcoder,Base,A,1683__repeat_3,1683,robocorp_code_asset_storage,robocorp_code_asset_storage,absolute,1,partial_line_ast
deepseekcoder,Base,A,2222__repeat_1,2222,django.core.cache,django,absolute,7,partial_line_ast
deepseekcoder,Base,A,2222__repeat_1,2222,django.core.cache.utils,django,absolute,8,partial_line_ast
deepseekcoder,Base,A,2222__repeat_1,2222,django.db,django,absolute,12,partial_line_ast
deepseekcoder,Base,A,2222__repeat_1,2222,cache_memoize,cache_memoize,absolute,13,partial_line_ast
deepseekcoder,Base,A,1645__repeat_2,1645,hazelcast,hazelcast,absolute,1,partial_line_ast
deepseekcoder,Base,A,2882__repeat_1,2882,minidump,minidump,absolute,3,partial_line_ast
deepseekcoder,Base,A,2882__repeat_1,2882,minidump.memory,minidump,absolute,4,partial_line_ast
deepseekcoder,Base,A,2882__repeat_1,2882,minidump.reader,minidump,absolute,5,partial_line_ast
deepseekcoder,Base,A,2882__repeat_2,2882,clr,clr,absolute,1,partial_line_ast
deepseekcoder,Base,A,2882__repeat_2,2882,sys,sys,standard_library,2,partial_line_ast
deepseekcoder,Base,A,2882__repeat_2,2882,os,os,standard_library,3,partial_line_ast
deepseekcoder,Base,A,2882__repeat_2,2882,Microsoft.Diagnostics.Runtime,Microsoft,absolute,12,partial_line_ast
deepseekcoder,Base,A,2882__repeat_2,2882,pythonnet,pythonnet,absolute,13,partial_line_ast
deepseekcoder,Base,A,2882__repeat_4,2882,minidump,minidump,absolute,1,partial_line_ast
deepseekcoder,Base,A,1020__repeat_4,1020,supabase_py,supabase_py,absolute,3,partial_line_ast
deepseekcoder,Base,A,4521__repeat_3,4521,zksk,zksk,absolute,1,partial_line_ast
deepseekcoder,Base,A,540__repeat_2,540,numpy,numpy,absolute,1,partial_line_ast
deepseekcoder,Base,A,540__repeat_2,540,numba,numba,absolute,2,partial_line_ast
deepseekcoder,Base,A,540__repeat_4,540,numpy,numpy,absolute,1,partial_line_ast
deepseekcoder,Base,A,540__repeat_4,540,numba,numba,absolute,2,partial_line_ast
deepseekcoder,Base,A,399__repeat_2,399,os,os,standard_library,1,partial_line_ast
deepseekcoder,Base,A,399__repeat_2,399,Foundation,Foundation,absolute,2,partial_line_ast
deepseekcoder,Base,A,399__repeat_2,399,BusinessChat,BusinessChat,absolute,3,partial_line_ast
deepseekcoder,Base,A,399__repeat_4,399,os,os,standard_library,1,partial_line_ast
deepseekcoder,Base,A,399__repeat_4,399,asyncio,asyncio,standard_library,2,partial_line_ast
deepseekcoder,Base,A,399__repeat_4,399,abc,abc,standard_library,3,partial_line_ast
deepseekcoder,Base,A,3562__repeat_2,3562,nmap,nmap,absolute,1,partial_line_ast
deepseekcoder,Base,A,637__repeat_4,637,datasketches,datasketches,absolute,3,partial_line_ast
deepseekcoder,Base,A,2113__repeat_5,2113,panos,panos,absolute,3,partial_line_ast
deepseekcoder,Base,A,4856__repeat_4,4856,os,os,standard_library,3,partial_line_ast
deepseekcoder,Base,A,4856__repeat_4,4856,tcb,tcb,absolute,4,partial_line_ast
deepseekcoder,Base,A,4196__repeat_3,4196,pyexifread,pyexifread,absolute,3,partial_line_ast
deepseekcoder,Base,A,4196__repeat_5,4196,pyexifread,pyexifread,absolute,1,partial_line_ast
deepseekcoder,Base,A,446__repeat_1,446,requests,requests,absolute,1,partial_line_ast
deepseekcoder,Base,A,446__repeat_1,446,requests_ntlm,requests_ntlm,absolute,2,partial_line_ast
deepseekcoder,BOUND,A,3063__repeat_2,3063,dapr.clients,dapr,absolute,1,partial_line_ast
deepseekcoder,BOUND,A,3063__repeat_2,3063,dapr.clients,dapr,absolute,2,partial_line_ast
deepseekcoder,BOUND,A,3063__repeat_4,3063,dapr.clients,dapr,absolute,1,partial_line_ast
deepseekcoder,BOUND,A,4381__repeat_4,4381,collectd,collectd,absolute,1,partial_line_ast
deepseekcoder,BOUND,A,4381__repeat_4,4381,requests,requests,absolute,2,partial_line_ast
deepseekcoder,BOUND,A,4381__repeat_4,4381,json,json,standard_library,3,partial_line_ast
deepseekcoder,BOUND,A,1178__repeat_3,1178,vmware.vapi.vsphere.client,vmware,absolute,2,partial_line_ast
deepseekcoder,BOUND,A,1178__repeat_3,1178,com.vmware.vapi.stdlib.client,com,absolute,3,partial_line_ast
deepseekcoder,BOUND,A,1178__repeat_3,1178,com.vmware.vcenter.vm_client,com,absolute,4,partial_line_ast
deepseekcoder,BOUND,A,1178__repeat_3,1178,com.vmware.vcenter.vm_client,com,absolute,5,partial_line_ast
deepseekcoder,BOUND,A,1178__repeat_3,1178,com.vmware.vapi.stdlib.client,com,absolute,6,partial_line_ast
deepseekcoder,BOUND,A,1178__repeat_3,1178,com.vmware.vapi.stdlib.client,com,absolute,7,partial_line_ast
deepseekcoder,BOUND,A,1178__repeat_3,1178,com.vmware.vapi.stdlib.client,com,absolute,8,partial_line_ast
deepseekcoder,BOUND,A,1178__repeat_3,1178,com.vmware.vapi.stdlib.client,com,absolute,9,partial_line_ast
deepseekcoder,BOUND,A,1178__repeat_3,1178,com.vmware.vapi.stdlib.client,com,absolute,10,partial_line_ast
deepseekcoder,BOUND,A,1178__repeat_3,1178,com.vmware.vapi.stdlib.client,com,absolute,11,partial_line_ast
deepseekcoder,BOUND,A,1178__repeat_3,1178,com.vmware.vapi.stdlib.client,com,absolute,12,partial_line_ast
deepseekcoder,BOUND,A,1178__repeat_3,1178,com.vmware.vapi.stdlib.client,com,absolute,13,partial_line_ast
deepseekcoder,BOUND,A,2379__repeat_1,2379,pulumi,pulumi,absolute,3,partial_line_ast
deepseekcoder,BOUND,A,2379__repeat_1,2379,pulumi_gcp,pulumi_gcp,absolute,4,partial_line_ast
deepseekcoder,BOUND,A,1981__repeat_4,1981,os,os,standard_library,3,partial_line_ast
deepseekcoder,BOUND,A,1981__repeat_4,1981,slack_sdk,slack_sdk,absolute,4,partial_line_ast
deepseekcoder,BOUND,A,1981__repeat_4,1981,slack_sdk.errors,slack_sdk,absolute,5,partial_line_ast
deepseekcoder,BOUND,A,1981__repeat_4,1981,slack_integration.slack,slack_integration,absolute,24,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_1,1085,os,os,standard_library,1,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_1,1085,re,re,standard_library,2,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_1,1085,mkdocs.commands.build,mkdocs,absolute,3,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_1,1085,subprocess,subprocess,standard_library,4,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_2,1085,os,os,standard_library,1,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_2,1085,re,re,standard_library,2,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_2,1085,subprocess,subprocess,standard_library,3,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_2,1085,mkdocs.config,mkdocs,absolute,4,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_2,1085,mkdocs.commands.build,mkdocs,absolute,5,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_2,1085,mkdocs.utils,mkdocs,absolute,6,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_4,1085,mkdocs,mkdocs,absolute,1,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_4,1085,mkdocs.config,mkdocs,absolute,2,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_4,1085,mkdocs.plugins,mkdocs,absolute,3,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_4,1085,mkdocs.structure.files,mkdocs,absolute,4,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_4,1085,mkdocs.structure.pages,mkdocs,absolute,5,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_4,1085,subprocess,subprocess,standard_library,6,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_4,1085,re,re,standard_library,7,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_4,1085,os,os,standard_library,8,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_5,1085,re,re,standard_library,1,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_5,1085,mkdocs.utils,mkdocs,absolute,2,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_5,1085,graphviz,graphviz,absolute,3,partial_line_ast
deepseekcoder,BOUND,A,1085__repeat_5,1085,mermaid2,mermaid2,absolute,4,partial_line_ast
deepseekcoder,BOUND,A,88__repeat_5,88,opentelemetry,opentelemetry,absolute,1,partial_line_ast
deepseekcoder,BOUND,A,88__repeat_5,88,opentelemetry.exporter.jaeger.exporter,opentelemetry,absolute,2,partial_line_ast
deepseekcoder,BOUND,A,88__repeat_5,88,opentelemetry.exporter.otlp.exporter,opentelemetry,absolute,3,partial_line_ast
deepseekcoder,BOUND,A,88__repeat_5,88,opentelemetry.instrumentation.requests,opentelemetry,absolute,4,partial_line_ast
deepseekcoder,BOUND,A,88__repeat_5,88,opentelemetry.propagate,opentelemetry,absolute,5,partial_line_ast
deepseekcoder,BOUND,A,88__repeat_5,88,opentelemetry.propagate.tracecontext,opentelemetry,absolute,6,partial_line_ast
deepseekcoder,BOUND,A,88__repeat_5,88,opentelemetry.sdk.resources,opentelemetry,absolute,7,partial_line_ast
deepseekcoder,BOUND,A,88__repeat_5,88,opentelemetry.sdk.trace,opentelemetry,absolute,8,partial_line_ast
deepseekcoder,BOUND,A,88__repeat_5,88,opentelemetry.sdk.trace.export,opentelemetry,absolute,9,partial_line_ast
deepseekcoder,BOUND,A,1871__repeat_4,1871,google.auth.transport.requests,google,absolute,3,partial_line_ast
deepseekcoder,BOUND,A,1871__repeat_4,1871,google.oauth2.credentials,google,absolute,4,partial_line_ast
deepseekcoder,BOUND,A,1871__repeat_4,1871,google_auth_oauthlib.flow,google_auth_oauthlib,absolute,5,partial_line_ast
deepseekcoder,BOUND,A,4355__repeat_5,4355,subprocess,subprocess,standard_library,1,partial_line_ast
deepseekcoder,BOUND,A,4355__repeat_5,4355,os,os,standard_library,2,partial_line_ast
deepseekcoder,BOUND,A,4355__repeat_5,4355,rospkg,rospkg,absolute,7,partial_line_ast
deepseekcoder,BOUND,A,4355__repeat_5,4355,genpy,genpy,absolute,8,partial_line_ast
deepseekcoder,BOUND,A,250__repeat_2,250,SQLLexer,SQLLexer,absolute,29,partial_line_ast
deepseekcoder,BOUND,A,250__repeat_2,250,SQLParser,SQLParser,absolute,30,partial_line_ast
deepseekcoder,BOUND,A,250__repeat_2,250,antlr4,antlr4,absolute,31,partial_line_ast
deepseekcoder,BOUND,A,4729__repeat_2,4729,django.db,django,absolute,1,partial_line_ast
deepseekcoder,BOUND,A,4729__repeat_2,4729,django.contrib,django,absolute,11,partial_line_ast
deepseekcoder,BOUND,A,4729__repeat_2,4729,.models,,relative_local,12,partial_line_ast
deepseekcoder,BOUND,A,2882__repeat_2,2882,win32dump,win32dump,absolute,1,partial_line_ast
deepseekcoder,BOUND,A,2882__repeat_2,2882,win32con,win32con,absolute,2,partial_line_ast
deepseekcoder,BOUND,A,2882__repeat_2,2882,win32evtlogutil,win32evtlogutil,absolute,3,partial_line_ast
deepseekcoder,BOUND,A,2882__repeat_2,2882,win32evtlog,win32evtlog,absolute,4,partial_line_ast
deepseekcoder,BOUND,A,2113__repeat_4,2113,requests,requests,absolute,1,partial_line_ast
deepseekcoder,BOUND,A,2113__repeat_4,2113,xml.etree.ElementTree,xml,standard_library,3,partial_line_ast
deepseekcoder,BOUND,A,64__repeat_5,64,ctypes,ctypes,standard_library,1,partial_line_ast
deepseekcoder,BOUND,A,64__repeat_5,64,numpy,numpy,absolute,2,partial_line_ast
deepseekcoder,BOUND,A,2398__repeat_1,2398,vimeo,vimeo,absolute,3,partial_line_ast
deepseekcoder,BOUND,A,982__repeat_2,982,re,re,standard_library,3,partial_line_ast
deepseekcoder,BOUND,A,982__repeat_2,982,dateutil.parser,dateutil,absolute,4,partial_line_ast
deepseekcoder,BOUND,B,4126__repeat_5,4126,twisted.internet.protocol,twisted,absolute,1,partial_line_ast
deepseekcoder,BOUND,B,4126__repeat_5,4126,twisted.internet,twisted,absolute,2,partial_line_ast
deepseekcoder,BOUND,B,4126__repeat_5,4126,sip,sip,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,2347__repeat_2,2347,numpy,numpy,absolute,2,partial_line_ast
deepseekcoder,BOUND,B,2347__repeat_2,2347,sklearn,sklearn,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,2347__repeat_2,2347,sklearn,sklearn,absolute,4,partial_line_ast
deepseekcoder,BOUND,B,2347__repeat_2,2347,pandas,pandas,absolute,5,partial_line_ast
deepseekcoder,BOUND,B,2347__repeat_2,2347,sklearn,sklearn,absolute,6,partial_line_ast
deepseekcoder,BOUND,B,2347__repeat_2,2347,tensorflow,tensorflow,absolute,7,partial_line_ast
deepseekcoder,BOUND,B,2347__repeat_2,2347,tensorflow,tensorflow,absolute,8,partial_line_ast
deepseekcoder,BOUND,B,2347__repeat_2,2347,opencl,opencl,absolute,9,partial_line_ast
deepseekcoder,BOUND,B,2347__repeat_2,2347,sklearn.ensemble,sklearn,absolute,10,partial_line_ast
deepseekcoder,BOUND,B,59__repeat_4,59,numpy,numpy,absolute,1,partial_line_ast
deepseekcoder,BOUND,B,59__repeat_4,59,matplotlib.pyplot,matplotlib,absolute,2,partial_line_ast
deepseekcoder,BOUND,B,59__repeat_4,59,cudatoolkit,cudatoolkit,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,59__repeat_4,59,time,time,standard_library,4,partial_line_ast
deepseekcoder,BOUND,B,59__repeat_4,59,cupy,cupy,absolute,5,partial_line_ast
deepseekcoder,BOUND,B,59__repeat_4,59,numba,numba,absolute,6,partial_line_ast
deepseekcoder,BOUND,B,3959__repeat_5,3959,cdktf,cdktf,absolute,1,partial_line_ast
deepseekcoder,BOUND,B,3959__repeat_5,3959,imports.aws,imports,absolute,2,partial_line_ast
deepseekcoder,BOUND,B,1947__repeat_5,1947,hangul_utils,hangul_utils,absolute,4,partial_line_ast
deepseekcoder,BOUND,B,1947__repeat_5,1947,jamo,jamo,absolute,5,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_2,1085,os,os,standard_library,1,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_2,1085,mkdocs.config,mkdocs,absolute,2,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_2,1085,mkdocs.structure.files,mkdocs,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_2,1085,mkdocs.utils,mkdocs,absolute,4,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_2,1085,mkdocs_mermaid2_plugin.events,mkdocs_mermaid2_plugin,absolute,5,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_3,1085,mkdocs,mkdocs,absolute,1,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_3,1085,mkdocs.plugins,mkdocs,absolute,2,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_3,1085,graphviz,graphviz,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_3,1085,re,re,standard_library,4,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_4,1085,mkdocs.utils,mkdocs,absolute,1,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_4,1085,mkdocs.config.config_options,mkdocs,absolute,2,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_4,1085,mkdocs.commands.build,mkdocs,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_4,1085,mkdocs.commands.serve,mkdocs,absolute,4,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_4,1085,mkdocs.plugins,mkdocs,absolute,5,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_4,1085,mkdocs.structure.files,mkdocs,absolute,6,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_4,1085,mkdocs.structure.pages,mkdocs,absolute,7,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_4,1085,os,os,standard_library,8,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_4,1085,subprocess,subprocess,standard_library,9,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_4,1085,tempfile,tempfile,standard_library,10,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_5,1085,os,os,standard_library,1,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_5,1085,re,re,standard_library,2,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_5,1085,mkdocs_mermaid2.plugin,mkdocs_mermaid2,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,1085__repeat_5,1085,pymdownx,pymdownx,absolute,4,partial_line_ast
deepseekcoder,BOUND,B,1871__repeat_3,1871,google.cloud,google,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,1871__repeat_3,1871,os,os,standard_library,21,partial_line_ast
deepseekcoder,BOUND,B,3994__repeat_4,3994,os,os,standard_library,2,partial_line_ast
deepseekcoder,BOUND,B,3994__repeat_4,3994,flake8.api.legacy,flake8,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,3994__repeat_5,3994,flake8.api.legacy,flake8,absolute,1,partial_line_ast
deepseekcoder,BOUND,B,3916__repeat_2,3916,os,os,standard_library,1,partial_line_ast
deepseekcoder,BOUND,B,1020__repeat_2,1020,supabase_py,supabase_py,absolute,1,partial_line_ast
deepseekcoder,BOUND,B,2931__repeat_4,2931,click,click,absolute,1,partial_line_ast
deepseekcoder,BOUND,B,2931__repeat_4,2931,json,json,standard_library,2,partial_line_ast
deepseekcoder,BOUND,B,2931__repeat_4,2931,simple_salesforce,simple_salesforce,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,2931__repeat_4,2931,sfcli.commands,sfcli,absolute,4,partial_line_ast
deepseekcoder,BOUND,B,4559__repeat_3,4559,keeper_secrets_manager,keeper_secrets_manager,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,4559__repeat_5,4559,base64,base64,standard_library,1,partial_line_ast
deepseekcoder,BOUND,B,4559__repeat_5,4559,keeper_secrets_manager,keeper_secrets_manager,absolute,2,partial_line_ast
deepseekcoder,BOUND,B,4825__repeat_4,4825,libtorrent,libtorrent,absolute,1,partial_line_ast
deepseekcoder,BOUND,B,4825__repeat_4,4825,time,time,standard_library,2,partial_line_ast
deepseekcoder,BOUND,B,2611__repeat_2,2611,openstack,openstack,absolute,1,partial_line_ast
deepseekcoder,BOUND,B,2611__repeat_2,2611,openstack,openstack,absolute,2,partial_line_ast
deepseekcoder,BOUND,B,2113__repeat_2,2113,panos,panos,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,2113__repeat_2,2113,panos.base,panos,absolute,4,partial_line_ast
deepseekcoder,BOUND,B,2113__repeat_2,2113,panos.firewall,panos,absolute,5,partial_line_ast
deepseekcoder,BOUND,B,2113__repeat_2,2113,panos.polling,panos,absolute,6,partial_line_ast
deepseekcoder,BOUND,B,2113__repeat_2,2113,panos.vsys,panos,absolute,7,partial_line_ast
deepseekcoder,BOUND,B,2113__repeat_4,2113,requests,requests,absolute,2,partial_line_ast
deepseekcoder,BOUND,B,2113__repeat_4,2113,panorama,panorama,absolute,4,partial_line_ast
deepseekcoder,BOUND,B,2113__repeat_4,2113,wildfire,wildfire,absolute,5,partial_line_ast
deepseekcoder,BOUND,B,2113__repeat_4,2113,autofocus,autofocus,absolute,6,partial_line_ast
deepseekcoder,BOUND,B,64__repeat_3,64,ctypes,ctypes,standard_library,1,partial_line_ast
deepseekcoder,BOUND,B,1725__repeat_5,1725,flake8.api,flake8,absolute,2,partial_line_ast
deepseekcoder,BOUND,B,1725__repeat_5,1725,flake8.engine,flake8,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,1725__repeat_5,1725,flake8.plugins,flake8,absolute,4,partial_line_ast
deepseekcoder,BOUND,B,1725__repeat_5,1725,flake8.style_guide,flake8,absolute,5,partial_line_ast
deepseekcoder,BOUND,B,2398__repeat_3,2398,vimeo,vimeo,absolute,1,partial_line_ast
deepseekcoder,BOUND,B,2398__repeat_4,2398,vimeo,vimeo,absolute,3,partial_line_ast
deepseekcoder,BOUND,B,3155__repeat_2,3155,subprocess,subprocess,standard_library,1,partial_line_ast
deepseekcoder,BOUND,C,4126__repeat_1,4126,pjsua2,pjsua2,absolute,1,partial_line_ast
deepseekcoder,BOUND,C,4126__repeat_5,4126,sip,sip,absolute,5,partial_line_ast
deepseekcoder,BOUND,C,4126__repeat_5,4126,pyaudio,pyaudio,absolute,6,partial_line_ast
deepseekcoder,BOUND,C,4126__repeat_5,4126,cv2,cv2,absolute,7,partial_line_ast
deepseekcoder,BOUND,C,2845__repeat_1,2845,label_studio_sdk,label_studio_sdk,absolute,1,partial_line_ast
