model,method,fold,generation_id,prompt_id,import_path,top_level,kind,line
deepseekcoder,Base,A,782__repeat_1,782,ibm_resource_group.resource_group_v2,ibm_resource_group,absolute,2
deepseekcoder,Base,A,782__repeat_1,782,ibm_resource_instances.resource_instances_v2,ibm_resource_instances,absolute,3
deepseekcoder,Base,A,782__repeat_1,782,ibm_cloud_sdk_core,ibm_cloud_sdk_core,absolute,4
deepseekcoder,Base,A,782__repeat_2,782,ibm_boto3,ibm_boto3,absolute,1
deepseekcoder,Base,A,782__repeat_2,782,ibm_botocore.exceptions,ibm_botocore,absolute,2
deepseekcoder,Base,A,782__repeat_2,782,ibm_botocore.client,ibm_botocore,absolute,3
deepseekcoder,Base,A,782__repeat_3,782,ibm_cloud_sdk_core.authenticators,ibm_cloud_sdk_core,absolute,1
deepseekcoder,Base,A,782__repeat_3,782,ibm_cloud_iaas_services,ibm_cloud_iaas_services,absolute,2
deepseekcoder,Base,A,782__repeat_3,782,ibm_cloud_sdk_core.exceptions,ibm_cloud_sdk_core,absolute,3
deepseekcoder,Base,A,782__repeat_4,782,ibm_cloud_sdk_core.authenticators,ibm_cloud_sdk_core,absolute,1
deepseekcoder,Base,A,782__repeat_4,782,ibm_cloud_sdk_core.exceptions,ibm_cloud_sdk_core,absolute,2
deepseekcoder,Base,A,782__repeat_4,782,ibm_cos,ibm_cos,absolute,3
deepseekcoder,Base,A,782__repeat_4,782,ibm_watson,ibm_watson,absolute,4
deepseekcoder,Base,A,782__repeat_5,782,ibm_cloud_sdk_core.authenticators,ibm_cloud_sdk_core,absolute,1
deepseekcoder,Base,A,782__repeat_5,782,ibm_cloud_sdk_core,ibm_cloud_sdk_core,absolute,2
deepseekcoder,Base,A,782__repeat_5,782,ibm_cloud_platform_services,ibm_cloud_platform_services,absolute,3
deepseekcoder,Base,A,782__repeat_5,782,ibm_cloud_platform_services,ibm_cloud_platform_services,absolute,4
deepseekcoder,Base,A,3302__repeat_1,3302,omero.gateway,omero,absolute,1
deepseekcoder,Base,A,3302__repeat_2,3302,PIL,PIL,absolute,1
deepseekcoder,Base,A,3302__repeat_2,3302,openslide,openslide,absolute,9
deepseekcoder,Base,A,3302__repeat_2,3302,tiffslide,tiffslide,absolute,10
deepseekcoder,Base,A,3302__repeat_3,3302,ome_types,ome_types,absolute,1
deepseekcoder,Base,A,3302__repeat_3,3302,ome_zarr.io,ome_zarr,absolute,2
deepseekcoder,Base,A,3302__repeat_3,3302,ome_zarr.writer,ome_zarr,absolute,3
deepseekcoder,Base,A,3302__repeat_3,3302,PIL,PIL,absolute,4
deepseekcoder,Base,A,3302__repeat_4,3302,numpy,numpy,absolute,1
deepseekcoder,Base,A,3302__repeat_4,3302,PIL,PIL,absolute,2
deepseekcoder,Base,A,3302__repeat_4,3302,ome.io.omero.client,ome,absolute,3
deepseekcoder,Base,A,3302__repeat_5,3302,ome_types,ome_types,absolute,1
deepseekcoder,Base,A,3302__repeat_5,3302,ome_tiff,ome_tiff,absolute,2
deepseekcoder,Base,A,3302__repeat_5,3302,PIL,PIL,absolute,3
deepseekcoder,Base,A,3302__repeat_5,3302,numpy,numpy,absolute,4
deepseekcoder,Base,A,3063__repeat_1,3063,dapr.clients,dapr,absolute,1
deepseekcoder,Base,A,3063__repeat_2,3063,dapr.clients,dapr,absolute,1
deepseekcoder,Base,A,3063__repeat_3,3063,dapr.clients,dapr,absolute,1
deepseekcoder,Base,A,3063__repeat_4,3063,dapr.clients,dapr,absolute,1
deepseekcoder,Base,A,3063__repeat_5,3063,dapr.io,dapr,absolute,1
deepseekcoder,Base,A,2000__repeat_1,2000,shazamkit,shazamkit,absolute,1
deepseekcoder,Base,A,2000__repeat_3,2000,google.cloud,google,absolute,1
deepseekcoder,Base,A,2000__repeat_3,2000,io,io,standard_library,2
deepseekcoder,Base,A,2000__repeat_4,2000,shazamkit,shazamkit,absolute,1
deepseekcoder,Base,A,2000__repeat_5,2000,sys,sys,standard_library,1
deepseekcoder,Base,A,2000__repeat_5,2000,shazamkit,shazamkit,absolute,2
deepseekcoder,Base,A,2000__repeat_5,2000,shazamkit.recognizer,shazamkit,absolute,3
deepseekcoder,Base,A,2000__repeat_5,2000,shazamkit.models,shazamkit,absolute,4
deepseekcoder,Base,A,2347__repeat_1,2347,numpy,numpy,absolute,1
deepseekcoder,Base,A,2347__repeat_1,2347,sklearn,sklearn,absolute,2
deepseekcoder,Base,A,2347__repeat_1,2347,sklearn,sklearn,absolute,3
deepseekcoder,Base,A,2347__repeat_1,2347,sklearn.preprocessing,sklearn,absolute,4
deepseekcoder,Base,A,2347__repeat_1,2347,sklearn.model_selection,sklearn,absolute,5
deepseekcoder,Base,A,2347__repeat_1,2347,sklearn.metrics,sklearn,absolute,6
deepseekcoder,Base,A,2347__repeat_1,2347,pycuda.driver,pycuda,absolute,14
deepseekcoder,Base,A,2347__repeat_1,2347,pycuda.autoinit,pycuda,absolute,15
deepseekcoder,Base,A,2347__repeat_1,2347,pyopencl,pyopencl,absolute,18
deepseekcoder,Base,A,2347__repeat_2,2347,numpy,numpy,absolute,2
deepseekcoder,Base,A,2347__repeat_2,2347,sklearn,sklearn,absolute,3
deepseekcoder,Base,A,2347__repeat_2,2347,sklearn,sklearn,absolute,4
deepseekcoder,Base,A,2347__repeat_2,2347,sklearn,sklearn,absolute,5
deepseekcoder,Base,A,2347__repeat_2,2347,sklearn.model_selection,sklearn,absolute,11
deepseekcoder,Base,A,2347__repeat_3,2347,numpy,numpy,absolute,1
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn,sklearn,absolute,2
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn.ensemble,sklearn,absolute,3
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn.model_selection,sklearn,absolute,4
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn.linear_model,sklearn,absolute,5
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn.linear_model,sklearn,absolute,6
deepseekcoder,Base,A,2347__repeat_3,2347,pandas,pandas,absolute,7
deepseekcoder,Base,A,2347__repeat_3,2347,numba,numba,absolute,8
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn.decomposition,sklearn,absolute,9
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn.metrics,sklearn,absolute,10
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn.metrics,sklearn,absolute,11
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn.metrics,sklearn,absolute,12
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn.model_selection,sklearn,absolute,13
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn.model_selection,sklearn,absolute,14
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn.pipeline,sklearn,absolute,15
deepseekcoder,Base,A,2347__repeat_3,2347,seaborn,seaborn,absolute,16
deepseekcoder,Base,A,2347__repeat_3,2347,matplotlib.pyplot,matplotlib,absolute,17
deepseekcoder,Base,A,2347__repeat_3,2347,sklearn.externals,sklearn,absolute,18
deepseekcoder,Base,A,2347__repeat_3,2347,keras.models,keras,absolute,19
deepseekcoder,Base,A,2347__repeat_3,2347,keras.layers,keras,absolute,20
deepseekcoder,Base,A,2347__repeat_3,2347,tensorflow,tensorflow,absolute,21
deepseekcoder,Base,A,2347__repeat_3,2347,tensorflow,tensorflow,absolute,22
deepseekcoder,Base,A,2347__repeat_3,2347,os,os,standard_library,23
deepseekcoder,Base,A,2347__repeat_3,2347,cv2,cv2,absolute,24
deepseekcoder,Base,A,2347__repeat_3,2347,pyopencl,pyopencl,absolute,25
deepseekcoder,Base,A,2347__repeat_3,2347,tensorflow_datasets,tensorflow_datasets,absolute,26
deepseekcoder,Base,A,2347__repeat_3,2347,keras.applications.vgg16,keras,absolute,27
deepseekcoder,Base,A,2347__repeat_3,2347,keras.applications.resnet50,keras,absolute,28
deepseekcoder,Base,A,2347__repeat_3,2347,keras.applications.inception_v3,keras,absolute,29
deepseekcoder,Base,A,2347__repeat_4,2347,numpy,numpy,absolute,1
deepseekcoder,Base,A,2347__repeat_4,2347,sklearn,sklearn,absolute,2
deepseekcoder,Base,A,2347__repeat_4,2347,pyopencl,pyopencl,absolute,3
deepseekcoder,Base,A,2347__repeat_4,2347,tensorflow,tensorflow,absolute,4
deepseekcoder,Base,A,2347__repeat_5,2347,numpy,numpy,absolute,2
deepseekcoder,Base,A,2347__repeat_5,2347,sklearn,sklearn,absolute,3
deepseekcoder,Base,A,2347__repeat_5,2347,sklearn,sklearn,absolute,4
deepseekcoder,Base,A,2347__repeat_5,2347,sklearn,sklearn,absolute,5
deepseekcoder,Base,A,59__repeat_1,59,numpy,numpy,absolute,1
deepseekcoder,Base,A,59__repeat_1,59,cupy,cupy,absolute,2
deepseekcoder,Base,A,59__repeat_1,59,time,time,standard_library,3
deepseekcoder,Base,A,59__repeat_1,59,cProfile,cProfile,standard_library,4
deepseekcoder,Base,A,59__repeat_1,59,pstats,pstats,standard_library,5
deepseekcoder,Base,A,59__repeat_1,59,pstats,pstats,standard_library,6
deepseekcoder,Base,A,59__repeat_1,59,matplotlib.pyplot,matplotlib,absolute,7
deepseekcoder,Base,A,59__repeat_2,59,numpy,numpy,absolute,1
deepseekcoder,Base,A,59__repeat_2,59,matplotlib.pyplot,matplotlib,absolute,2
deepseekcoder,Base,A,59__repeat_2,59,cudatoolkit,cudatoolkit,absolute,3
deepseekcoder,Base,A,59__repeat_2,59,cupy,cupy,absolute,4
deepseekcoder,Base,A,59__repeat_2,59,time,time,standard_library,5
deepseekcoder,Base,A,59__repeat_2,59,cProfile,cProfile,standard_library,6
deepseekcoder,Base,A,59__repeat_2,59,pstats,pstats,standard_library,7
deepseekcoder,Base,A,59__repeat_3,59,numpy,numpy,absolute,1
deepseekcoder,Base,A,59__repeat_3,59,cupy,cupy,absolute,2
deepseekcoder,Base,A,59__repeat_3,59,time,time,standard_library,3
deepseekcoder,Base,A,59__repeat_3,59,cProfile,cProfile,standard_library,4
deepseekcoder,Base,A,59__repeat_3,59,pstats,pstats,standard_library,5
deepseekcoder,Base,A,59__repeat_3,59,pstats,pstats,standard_library,6
deepseekcoder,Base,A,59__repeat_3,59,matplotlib.pyplot,matplotlib,absolute,7
deepseekcoder,Base,A,59__repeat_4,59,pycuda.driver,pycuda,absolute,1
deepseekcoder,Base,A,59__repeat_4,59,pycuda.compiler,pycuda,absolute,2
deepseekcoder,Base,A,59__repeat_4,59,numpy,numpy,absolute,3
deepseekcoder,Base,A,59__repeat_4,59,time,time,standard_library,4
deepseekcoder,Base,A,59__repeat_4,59,matplotlib.pyplot,matplotlib,absolute,5
deepseekcoder,Base,A,59__repeat_5,59,pycuda.autoinit,pycuda,absolute,1
deepseekcoder,Base,A,59__repeat_5,59,pycuda,pycuda,absolute,2
deepseekcoder,Base,A,59__repeat_5,59,numpy,numpy,absolute,3
deepseekcoder,Base,A,59__repeat_5,59,time,time,standard_library,4
deepseekcoder,Base,A,59__repeat_5,59,psutil,psutil,absolute,5
deepseekcoder,Base,A,59__repeat_5,59,matplotlib.pyplot,matplotlib,absolute,6
deepseekcoder,Base,A,59__repeat_5,59,sklearn.preprocessing,sklearn,absolute,7
deepseekcoder,Base,A,4381__repeat_1,4381,collectd,collectd,absolute,1
deepseekcoder,Base,A,4381__repeat_1,4381,json,json,standard_library,2
deepseekcoder,Base,A,4381__repeat_1,4381,requests,requests,absolute,3
deepseekcoder,Base,A,4381__repeat_2,4381,collectd,collectd,absolute,1
deepseekcoder,Base,A,4381__repeat_2,4381,json,json,standard_library,2
deepseekcoder,Base,A,4381__repeat_2,4381,requests,requests,absolute,3
deepseekcoder,Base,A,4381__repeat_3,4381,collectd,collectd,absolute,1
deepseekcoder,Base,A,4381__repeat_3,4381,json,json,standard_library,2
deepseekcoder,Base,A,4381__repeat_3,4381,urllib.request,urllib,standard_library,3
deepseekcoder,Base,A,4381__repeat_4,4381,collectd,collectd,absolute,1
deepseekcoder,Base,A,4381__repeat_4,4381,json,json,standard_library,2
deepseekcoder,Base,A,4381__repeat_4,4381,requests,requests,absolute,3
deepseekcoder,Base,A,4381__repeat_5,4381,collectd,collectd,absolute,1
deepseekcoder,Base,A,4381__repeat_5,4381,requests,requests,absolute,2
deepseekcoder,Base,A,4381__repeat_5,4381,json,json,standard_library,3
deepseekcoder,Base,A,4381__repeat_5,4381,time,time,standard_library,4
deepseekcoder,Base,A,547__repeat_1,547,airflow,airflow,absolute,1
deepseekcoder,Base,A,547__repeat_1,547,airflow.providers.cncf.kubernetes.operators.kubernetes_pod,airflow,absolute,2
deepseekcoder,Base,A,547__repeat_1,547,airflow.utils.dates,airflow,absolute,3
deepseekcoder,Base,A,547__repeat_2,547,airflow,airflow,absolute,1
deepseekcoder,Base,A,547__repeat_2,547,airflow.providers.cncf.kubernetes.operators.kubernetes_pod,airflow,absolute,2
deepseekcoder,Base,A,547__repeat_2,547,airflow.utils.dates,airflow,absolute,3
deepseekcoder,Base,A,547__repeat_3,547,airflow,airflow,absolute,1
deepseekcoder,Base,A,547__repeat_3,547,airflow.providers.cncf.kubernetes.operators.kubernetes_pod,airflow,absolute,2
deepseekcoder,Base,A,547__repeat_3,547,airflow.utils.dates,airflow,absolute,3
deepseekcoder,Base,A,547__repeat_4,547,airflow,airflow,absolute,1
deepseekcoder,Base,A,547__repeat_4,547,airflow.providers.cncf.kubernetes.operators.kubernetes_pod,airflow,absolute,2
deepseekcoder,Base,A,547__repeat_4,547,airflow.utils.dates,airflow,absolute,3
deepseekcoder,Base,A,547__repeat_4,547,airflow.providers.cncf.kubernetes.secrets.env_from_secret,airflow,absolute,4
deepseekcoder,Base,A,547__repeat_4,547,airflow.providers.cncf.kubernetes.config_maps.env_from_config_map,airflow,absolute,5
deepseekcoder,Base,A,547__repeat_4,547,airflow.models,airflow,absolute,8
deepseekcoder,Base,A,547__repeat_4,547,airflow.providers.cncf.kubernetes.backcompat.kube_config_model,airflow,absolute,9
deepseekcoder,Base,A,547__repeat_5,547,airflow,airflow,absolute,1
deepseekcoder,Base,A,547__repeat_5,547,airflow.providers.cncf.kubernetes.operators.kubernetes_pod,airflow,absolute,2
deepseekcoder,Base,A,547__repeat_5,547,airflow.utils.dates,airflow,absolute,3
deepseekcoder,Base,A,547__repeat_5,547,airflow.providers.cncf.kubernetes.kubernetes_env,airflow,absolute,4
deepseekcoder,Base,A,547__repeat_5,547,airflow.providers.cncf.kubernetes.kubernetes_hooks,airflow,absolute,5
deepseekcoder,Base,A,4477__repeat_1,4477,os,os,standard_library,1
deepseekcoder,Base,A,4477__repeat_1,4477,libheif,libheif,absolute,2
deepseekcoder,Base,A,4477__repeat_1,4477,PIL.Image,PIL,absolute,3
deepseekcoder,Base,A,4477__repeat_2,4477,os,os,standard_library,1
deepseekcoder,Base,A,4477__repeat_2,4477,heif,heif,absolute,2
deepseekcoder,Base,A,4477__repeat_3,4477,libheif,libheif,absolute,1
deepseekcoder,Base,A,4477__repeat_3,4477,os,os,standard_library,2
deepseekcoder,Base,A,4477__repeat_4,4477,libheif,libheif,absolute,1
deepseekcoder,Base,A,4477__repeat_4,4477,os,os,standard_library,2
deepseekcoder,Base,A,4477__repeat_5,4477,os,os,standard_library,1
deepseekcoder,Base,A,4477__repeat_5,4477,libheif,libheif,absolute,2
deepseekcoder,Base,A,4477__repeat_5,4477,PIL.Image,PIL,absolute,3
deepseekcoder,Base,A,3959__repeat_1,3959,cdktf,cdktf,absolute,1
deepseekcoder,Base,A,3959__repeat_1,3959,cdktf_cdktf_provider_aws,cdktf_cdktf_provider_aws,absolute,2
deepseekcoder,Base,A,3959__repeat_2,3959,cdktf,cdktf,absolute,1
deepseekcoder,Base,A,3959__repeat_2,3959,imports.aws,imports,absolute,2
deepseekcoder,Base,A,3959__repeat_3,3959,cdktf,cdktf,absolute,1
deepseekcoder,Base,A,3959__repeat_3,3959,cdktf_cdktf_provider_aws,cdktf_cdktf_provider_aws,absolute,2
deepseekcoder,Base,A,3959__repeat_3,3959,imports.terraform_aws_instance,imports,absolute,3
deepseekcoder,Base,A,3959__repeat_4,3959,cdktf,cdktf,absolute,1
deepseekcoder,Base,A,3959__repeat_4,3959,constructs,constructs,absolute,2
deepseekcoder,Base,A,3959__repeat_5,3959,cdktf,cdktf,absolute,1
deepseekcoder,Base,A,3959__repeat_5,3959,cdktf_cdktf_provider_aws,cdktf_cdktf_provider_aws,absolute,2
deepseekcoder,Base,A,4699__repeat_1,4699,openstack,openstack,absolute,1
deepseekcoder,Base,A,4699__repeat_1,4699,openstack,openstack,absolute,2
deepseekcoder,Base,A,4699__repeat_2,4699,openstack,openstack,absolute,1
deepseekcoder,Base,A,4699__repeat_2,4699,openstack,openstack,absolute,2
deepseekcoder,Base,A,4699__repeat_3,4699,openstack,openstack,absolute,1
deepseekcoder,Base,A,4699__repeat_4,4699,openstack,openstack,absolute,1
deepseekcoder,Base,A,4699__repeat_4,4699,openstack,openstack,absolute,2
deepseekcoder,Base,A,4699__repeat_5,4699,openstack,openstack,absolute,1
deepseekcoder,Base,A,4699__repeat_5,4699,openstack,openstack,absolute,2
deepseekcoder,Base,A,4789__repeat_1,4789,pulumi,pulumi,absolute,1
deepseekcoder,Base,A,4789__repeat_1,4789,pulumi_azure_native,pulumi_azure_native,absolute,2
deepseekcoder,Base,A,4789__repeat_2,4789,pulumi,pulumi,absolute,1
deepseekcoder,Base,A,4789__repeat_2,4789,pulumi_azure_native,pulumi_azure_native,absolute,2
deepseekcoder,Base,A,4789__repeat_3,4789,pulumi,pulumi,absolute,1
deepseekcoder,Base,A,4789__repeat_3,4789,pulumi_azure,pulumi_azure,absolute,2
deepseekcoder,Base,A,4789__repeat_4,4789,pulumi,pulumi,absolute,1
deepseekcoder,Base,A,4789__repeat_4,4789,pulumi_azure_native,pulumi_azure_native,absolute,2
deepseekcoder,Base,A,4789__repeat_5,4789,pulumi,pulumi,absolute,1
deepseekcoder,Base,A,4789__repeat_5,4789,pulumi_azure,pulumi_azure,absolute,2
deepseekcoder,Base,A,562__repeat_1,562,tensorflow,tensorflow,absolute,1
deepseekcoder,Base,A,562__repeat_1,562,tensorflow.keras.models,tensorflow,absolute,2
deepseekcoder,Base,A,562__repeat_1,562,tensorflow.keras.layers,tensorflow,absolute,3
deepseekcoder,Base,A,562__repeat_2,562,cv2,cv2,absolute,1
deepseekcoder,Base,A,562__repeat_2,562,numpy,numpy,absolute,2
deepseekcoder,Base,A,562__repeat_2,562,tensorflow.keras.applications,tensorflow,absolute,3
deepseekcoder,Base,A,562__repeat_2,562,tensorflow.keras.models,tensorflow,absolute,4
deepseekcoder,Base,A,562__repeat_2,562,tensorflow.keras.layers,tensorflow,absolute,5
deepseekcoder,Base,A,562__repeat_3,562,torch,torch,absolute,1
deepseekcoder,Base,A,562__repeat_3,562,torch.nn,torch,absolute,2
deepseekcoder,Base,A,562__repeat_3,562,torch.nn.functional,torch,absolute,3
deepseekcoder,Base,A,562__repeat_4,562,tensorflow,tensorflow,absolute,1
deepseekcoder,Base,A,562__repeat_4,562,tensorflow.keras.models,tensorflow,absolute,2
deepseekcoder,Base,A,562__repeat_4,562,tensorflow.keras.layers,tensorflow,absolute,3
deepseekcoder,Base,A,562__repeat_5,562,torch,torch,absolute,1
deepseekcoder,Base,A,562__repeat_5,562,torch.nn,torch,absolute,2
deepseekcoder,Base,A,562__repeat_5,562,torchvision.models,torchvision,absolute,3
deepseekcoder,Base,A,562__repeat_5,562,torch.optim,torch,absolute,17
deepseekcoder,Base,A,2773__repeat_1,2773,boto3,boto3,absolute,1
deepseekcoder,Base,A,2773__repeat_1,2773,boto3.dynamodb.conditions,boto3,absolute,2
deepseekcoder,Base,A,2773__repeat_2,2773,boto3,boto3,absolute,1
deepseekcoder,Base,A,2773__repeat_3,2773,boto3,boto3,absolute,1
deepseekcoder,Base,A,2773__repeat_3,2773,botocore.exceptions,botocore,absolute,2
deepseekcoder,Base,A,2773__repeat_4,2773,__future__,__future__,standard_library,1
deepseekcoder,Base,A,2773__repeat_4,2773,os,os,standard_library,3
deepseekcoder,Base,A,2773__repeat_4,2773,boto3,boto3,absolute,4
deepseekcoder,Base,A,2773__repeat_4,2773,botocore.exceptions,botocore,absolute,5
deepseekcoder,Base,A,2773__repeat_4,2773,amazon.qldb.driver.qldb_driver,amazon,absolute,6
deepseekcoder,Base,A,2773__repeat_4,2773,amazon.qldb.driver.qldb_session,amazon,absolute,7
deepseekcoder,Base,A,2773__repeat_4,2773,amazon.qldb.driver.transactions.transaction_executor,amazon,absolute,8
deepseekcoder,Base,A,2773__repeat_4,2773,amazon.qldb.driver.transactions.transaction_executor_factory,amazon,absolute,9
deepseekcoder,Base,A,2773__repeat_5,2773,boto3,boto3,absolute,1
deepseekcoder,Base,A,2773__repeat_5,2773,botocore.exceptions,botocore,absolute,2
deepseekcoder,Base,A,2431__repeat_2,2431,platform_detect,platform_detect,absolute,1
deepseekcoder,Base,A,2431__repeat_3,2431,platform,platform,standard_library,1
deepseekcoder,Base,A,2431__repeat_4,2431,platform_detect,platform_detect,absolute,1
deepseekcoder,Base,A,2431__repeat_5,2431,platform,platform,standard_library,1
deepseekcoder,Base,A,2431__repeat_5,2431,platform_detect,platform_detect,absolute,2
deepseekcoder,Base,A,1178__repeat_1,1178,ssl,ssl,standard_library,1
deepseekcoder,Base,A,1178__repeat_1,1178,pyVim.connect,pyVim,absolute,2
deepseekcoder,Base,A,1178__repeat_1,1178,pyVmomi,pyVmomi,absolute,3
deepseekcoder,Base,A,1178__repeat_5,1178,pyVmomi,pyVmomi,absolute,1
deepseekcoder,Base,A,1178__repeat_5,1178,pyVmomi,pyVmomi,absolute,2
deepseekcoder,Base,A,1178__repeat_5,1178,pyVmomi.VmomiSupport,pyVmomi,absolute,3
deepseekcoder,Base,A,1178__repeat_5,1178,pyVmomi,pyVmomi,absolute,4
deepseekcoder,Base,A,1947__repeat_1,1947,hangul_utils,hangul_utils,absolute,1
deepseekcoder,Base,A,1947__repeat_3,1947,hangul_utils,hangul_utils,absolute,1
deepseekcoder,Base,A,1947__repeat_5,1947,hangul_syllable_dictionary,hangul_syllable_dictionary,absolute,1
deepseekcoder,Base,A,1947__repeat_5,1947,re,re,standard_library,2
deepseekcoder,Base,A,3002__repeat_1,3002,multiprocessing,multiprocessing,standard_library,1
deepseekcoder,Base,A,3002__repeat_2,3002,multiprocessing,multiprocessing,standard_library,1
deepseekcoder,Base,A,3002__repeat_2,3002,numpy,numpy,absolute,2
deepseekcoder,Base,A,3002__repeat_3,3002,multiprocessing,multiprocessing,standard_library,1
deepseekcoder,Base,A,3002__repeat_4,3002,multiprocessing,multiprocessing,standard_library,1
deepseekcoder,Base,A,3002__repeat_5,3002,multiprocessing,multiprocessing,standard_library,1
deepseekcoder,Base,A,2379__repeat_1,2379,pulumi,pulumi,absolute,1
deepseekcoder,Base,A,2379__repeat_1,2379,pulumi_gcp,pulumi_gcp,absolute,2
deepseekcoder,Base,A,2379__repeat_1,2379,pulumi_kubernetes.core.v1,pulumi_kubernetes,absolute,3
deepseekcoder,Base,A,2379__repeat_2,2379,pulumi,pulumi,absolute,1
deepseekcoder,Base,A,2379__repeat_2,2379,pulumi_gcp,pulumi_gcp,absolute,2
deepseekcoder,Base,A,2379__repeat_3,2379,pulumi,pulumi,absolute,1
deepseekcoder,Base,A,2379__repeat_3,2379,pulumi_gcp,pulumi_gcp,absolute,2
deepseekcoder,Base,A,2379__repeat_4,2379,pulumi,pulumi,absolute,1
deepseekcoder,Base,A,2379__repeat_4,2379,pulumi_gcp,pulumi_gcp,absolute,2
deepseekcoder,Base,A,2379__repeat_5,2379,pulumi,pulumi,absolute,1
deepseekcoder,Base,A,2379__repeat_5,2379,pulumi_gcp,pulumi_gcp,absolute,2
deepseekcoder,Base,A,1767__repeat_2,1767,speech_recognition,speech_recognition,absolute,1
deepseekcoder,Base,A,1767__repeat_2,1767,pyautogui,pyautogui,absolute,2
deepseekcoder,Base,A,1767__repeat_2,1767,Quartz.CoreGraphics,Quartz,absolute,3
deepseekcoder,Base,A,1767__repeat_2,1767,AppKit,AppKit,absolute,4
deepseekcoder,Base,A,1767__repeat_3,1767,objc,objc,absolute,1
deepseekcoder,Base,A,1767__repeat_3,1767,Quartz,Quartz,absolute,2
